EmployeeID,EmployeeName,Age,Gender,Location,Department,Role,YearsAtCompany,DateOfJoining,YearsInCurrentRole,EducationLevel,MonthlySalaryINR,WorkHoursPerWeek,ProjectsHandled,TrainingHoursLastYear,SickLeavesLastYear,OvertimeHoursLastMonth,ManagerRating,DisciplinaryNotices,PolicyViolationsLastYear,PerformanceRating,PromotionLast2Years,ComplianceRiskLevel,AttritionRisk
86453,Suresh Das,33,Male,Delhi,Engineering,Senior Engineer,7,10/8/2018,2,Bachelor,120991,57,8,102,8,39,4,0,0,2,No,Low,Low
86454,Mohit Reddy,34,Male,Hyderabad,Operations,Analyst,2,9/20/2023,0,Bachelor,48561,52,5,98,5,9,4,0,0,3,Yes,Low,Low
86455,Rohit Mukherjee,24,Female,Ahmedabad,Compliance,Analyst,1,8/17/2024,1,Bachelor,49554,44,1,22,0,33,2,0,1,1,No,Low,Medium
86456,Pooja Ghosh,40,Female,Pune,Legal,Senior Engineer,7,12/9/2018,3,Bachelor,129793,48,6,5,0,12,4,0,0,2,No,Low,Low
86457,Mohit Banerjee,43,Male,Chennai,Compliance,Senior Engineer,4,7/30/2021,2,Master,94786,54,1,56,3,28,4,0,0,2,No,Low,Medium
86458,Arjun Gupta,26,Female,Noida,Marketing,Analyst,1,11/21/2024,0,Master,44710,54,10,0,10,15,2,0,0,2,No,Low,Medium
86459,Rakesh Reddy,38,Male,Mumbai,Sales,Manager,11,12/20/2014,2,Bachelor,209573,54,10,58,2,24,4,0,0,2,No,Low,Low
86460,Vikas Singh,44,Female,Bangalore,Engineering,Engineer,5,10/18/2020,4,Bachelor,57683,56,7,34,3,8,4,0,0,2,No,Low,Medium
86461,Amit Naidu,42,Male,Delhi,HR,Executive,2,12/13/2023,0,Bachelor,38234,48,1,76,6,2,3,0,0,2,Yes,Low,Medium
86462,Nikhil Mishra,45,Female,Pune,Sales,Engineer,4,8/14/2021,2,Bachelor,71671,46,2,11,4,32,3,0,0,1,No,Low,Medium
86463,Rohit Khanna,42,Male,Hyderabad,Operations,Engineer,5,11/22/2020,3,Bachelor,53261,48,4,29,9,13,4,1,1,2,No,Medium,Low
86464,Ankit Joshi,40,Male,Hyderabad,Operations,Engineer,5,7/31/2020,4,Bachelor,58997,41,7,118,5,10,3,1,0,1,No,Low,High
86465,Deepak Malhotra,36,Female,Gurgaon,Engineering,Executive,1,8/25/2024,0,Bachelor,27271,41,9,46,4,26,3,0,1,2,No,Low,Low
86466,Pallavi Das,46,Female,Bangalore,Engineering,Engineer,3,1/20/2023,0,Master,75619,57,7,72,6,17,3,0,0,2,No,Medium,Medium
86467,Tanya Gupta,52,Female,Gurgaon,Engineering,Team Lead,12,9/10/2013,1,Bachelor,131753,55,2,44,5,17,3,2,0,1,No,High,High
86468,Sneha Joshi,35,Female,Delhi,Marketing,Engineer,1,1/12/2025,1,Bachelor,53896,44,10,119,13,11,1,0,1,1,No,Medium,Medium
86469,Ashish Tripathi,50,Male,Pune,Marketing,Manager,15,10/15/2010,3,Bachelor,211831,59,8,85,4,7,5,0,0,2,No,Low,Low
86470,Varun Chatterjee,43,Female,Chennai,HR,Manager,8,12/15/2017,2,Bachelor,143911,44,3,37,7,22,2,0,2,1,No,Medium,High
86471,Sanjay Joshi,30,Female,Chennai,Finance,Analyst,1,11/20/2024,1,Diploma,56279,48,11,18,4,24,1,0,1,1,No,Low,Medium
86472,Prashant Tripathi,25,Male,Pune,Engineering,Executive,0,8/10/2025,0,Bachelor,21702,58,11,105,7,32,3,1,0,2,No,Low,Medium
86473,Shweta Chatterjee,39,Male,Noida,Engineering,Engineer,4,12/21/2021,3,Diploma,48689,46,4,10,11,23,2,0,0,1,No,Low,Medium
86474,Isha Kumar,41,Female,Noida,Compliance,Senior Engineer,5,1/8/2021,0,Bachelor,92083,56,6,93,10,1,4,1,0,2,No,Medium,Low
86475,Swati Verma,26,Female,Noida,Marketing,Analyst,1,12/1/2024,1,Diploma,40596,44,4,34,3,37,2,0,2,1,No,Medium,Medium
86476,Sunita Jain,31,Male,Noida,Compliance,Senior Engineer,8,1/19/2018,4,Diploma,133554,59,1,57,1,28,3,0,1,1,Yes,Low,Medium
86477,Prashant Singh,41,Male,Pune,Marketing,Team Lead,8,12/20/2017,3,Bachelor,161033,51,3,112,2,2,4,0,0,2,No,Low,Low
86478,Riya Banerjee,43,Female,Noida,Engineering,Team Lead,7,12/11/2018,1,Bachelor,149496,45,9,74,4,18,3,0,1,2,No,Medium,Low
86479,Mohit Chopra,33,Female,Noida,IT Support,Team Lead,10,1/20/2016,3,Bachelor,166118,57,3,3,5,37,3,0,0,1,No,Low,High
86480,Suresh Chopra,38,Male,Noida,Compliance,Senior Engineer,4,9/29/2021,3,Bachelor,89380,51,8,46,10,15,3,0,0,2,No,Low,Medium
86481,Pooja Mishra,37,Female,Ahmedabad,HR,Analyst,2,10/19/2023,0,Diploma,56528,58,6,100,7,37,4,0,0,2,Yes,Low,Medium
86482,Arjun Tiwari,28,Male,Noida,Legal,Executive,2,9/16/2023,2,Master,22319,40,1,28,1,20,3,0,0,2,No,Low,Low
86483,Rahul Reddy,25,Male,Ahmedabad,HR,Executive,2,11/25/2023,1,Master,39931,58,10,116,1,15,2,0,0,1,No,Low,Medium
86484,Varun Tripathi,33,Male,Hyderabad,Legal,Engineer,2,12/23/2023,2,Bachelor,55735,58,5,61,14,30,3,0,0,2,No,Low,Medium
86485,Manish Malhotra,58,Male,Bangalore,Finance,Senior Manager,17,10/15/2008,2,PhD,221851,48,1,23,10,21,5,1,1,2,No,Medium,Medium
86486,Varun Kulkarni,47,Female,Gurgaon,IT Support,Engineer,5,12/18/2020,2,Bachelor,57531,55,1,99,14,38,3,0,1,2,No,Low,Medium
86487,Ashish Iyer,51,Male,Delhi,IT Support,Senior Manager,18,1/12/2008,2,Diploma,182316,50,7,40,13,36,5,0,2,3,Yes,Low,Low
86488,Ankit Ghosh,60,Male,Bangalore,Operations,Senior Manager,17,12/27/2008,5,Bachelor,244693,52,11,66,8,1,4,1,0,3,No,Low,Low
86489,Anjali Reddy,30,Female,Noida,Engineering,Team Lead,8,12/20/2017,2,Diploma,152103,58,6,12,5,14,3,1,0,1,No,Low,Medium
86490,Neha Chatterjee,51,Male,Noida,Finance,Team Lead,7,9/13/2018,0,Master,125092,47,3,8,5,4,2,0,0,1,No,Low,High
86491,Rohit Ghosh,28,Female,Ahmedabad,Operations,Engineer,4,1/7/2022,1,Bachelor,48132,52,1,68,8,28,3,0,1,2,No,Low,Low
86492,Suresh Singh,27,Female,Noida,IT Support,Analyst,2,1/8/2024,1,Bachelor,39303,58,5,67,13,10,3,0,1,1,No,Medium,Medium
86493,Priya Chopra,41,Male,Bangalore,Compliance,Senior Manager,12,10/30/2013,4,Bachelor,231282,57,1,117,5,27,4,0,0,2,No,Low,Medium
86494,Arjun Reddy,34,Male,Hyderabad,Legal,Engineer,4,9/19/2021,4,Diploma,45082,41,11,95,3,26,4,0,0,2,Yes,Low,Medium
86495,Amit Iyer,27,Male,Noida,IT Support,Analyst,1,1/19/2025,0,Master,34063,52,5,24,3,25,2,0,1,1,No,Low,Low
86496,Amit Patel,29,Female,Ahmedabad,Compliance,Analyst,2,11/1/2023,2,Master,53889,43,11,10,14,21,4,1,0,1,No,Low,Low
86497,Shweta Reddy,28,Male,Bangalore,Compliance,Engineer,1,11/6/2024,0,Bachelor,55441,58,11,27,1,24,3,1,0,2,No,Low,Low
86498,Rohit Joshi,25,Male,Gurgaon,IT Support,Executive,0,10/19/2025,0,PhD,27627,44,5,10,3,36,1,0,0,1,No,Low,Medium
86499,Isha Malhotra,39,Female,Noida,Compliance,Team Lead,7,8/29/2018,2,Bachelor,109452,53,3,61,5,29,3,0,0,1,No,Low,High
86500,Deepak Ghosh,26,Female,Bangalore,Sales,Engineer,1,11/3/2024,0,Bachelor,49402,58,8,46,10,38,2,0,0,2,No,Low,Medium
86501,Amit Banerjee,41,Male,Hyderabad,Engineering,Engineer,5,10/13/2020,3,Bachelor,81513,44,5,16,11,12,3,0,0,1,No,Low,Medium
86502,Varun Agarwal,30,Female,Gurgaon,Marketing,Engineer,5,9/11/2020,2,Master,50917,56,10,7,6,22,4,1,0,2,No,Medium,Medium
86503,Varun Joshi,35,Female,Chennai,Finance,Executive,0,11/5/2025,0,Bachelor,27665,44,5,37,14,25,2,2,0,1,No,Medium,Medium
86504,Deepak Tripathi,33,Male,Hyderabad,Compliance,Senior Engineer,6,12/27/2019,5,Bachelor,109050,47,2,37,6,25,2,0,0,1,No,Low,High
86505,Sneha Mehta,47,Female,Ahmedabad,Engineering,Senior Engineer,7,12/8/2018,5,Master,82576,47,4,71,3,36,4,0,1,1,No,Low,High
86506,Ashish Naidu,38,Female,Noida,Marketing,Senior Engineer,7,8/22/2018,0,Master,121049,59,8,100,10,4,4,0,0,3,No,Low,Low
86507,Kavita Das,24,Male,Pune,Marketing,Executive,2,9/29/2023,0,Bachelor,33479,50,9,106,13,8,4,0,1,2,No,Medium,Low
86508,Karan Sharma,46,Male,Pune,Operations,Engineer,4,10/2/2021,3,Master,48301,45,1,108,11,1,3,1,2,1,No,High,High
86509,Kavita Patel,54,Male,Mumbai,Marketing,Team Lead,11,1/11/2015,0,Diploma,137275,40,3,29,1,25,4,0,0,3,Yes,Low,Low
86510,Swati Gupta,50,Female,Chennai,Sales,Senior Engineer,9,11/22/2016,5,Bachelor,89501,53,7,98,4,34,5,0,2,3,Yes,Medium,Low
86511,Simran Verma,40,Male,Mumbai,Compliance,Engineer,1,10/22/2024,0,Bachelor,88475,49,11,94,4,34,2,0,0,1,No,Low,Medium
86512,Pooja Joshi,40,Male,Noida,Finance,Executive,1,1/16/2025,1,Master,38221,57,8,48,8,25,4,0,2,2,No,Medium,Low
86513,Prashant Sharma,38,Female,Delhi,HR,Senior Engineer,8,8/7/2017,0,Bachelor,118720,54,3,5,2,3,5,0,0,4,No,Low,Low
86514,Ankit Gupta,38,Female,Hyderabad,Engineering,Executive,2,10/5/2023,2,Bachelor,21865,57,1,114,14,33,4,0,2,2,No,Medium,Low
86515,Amit Rao,37,Male,Bangalore,Operations,Executive,2,8/6/2023,0,Master,39672,49,3,119,9,31,2,0,0,1,Yes,Low,Medium
86516,Shweta Agarwal,41,Female,Gurgaon,Sales,Senior Manager,14,9/25/2011,2,PhD,206779,50,11,21,3,37,4,0,0,3,No,Low,Low
86517,Riya Patel,34,Male,Mumbai,Marketing,Senior Engineer,7,7/27/2018,4,Diploma,84552,48,5,19,0,25,4,1,0,3,No,Low,Low
86518,Rekha Kulkarni,48,Male,Chennai,Legal,Senior Manager,20,12/13/2005,3,Master,219403,40,2,90,7,27,5,0,0,3,Yes,Low,Low
86519,Rekha Joshi,35,Female,Noida,Finance,Engineer,4,8/19/2021,4,Master,57901,50,5,95,7,34,3,0,1,2,No,Medium,Medium
86520,Ritu Chatterjee,31,Female,Pune,Marketing,Manager,8,8/23/2017,0,Bachelor,180284,57,6,50,13,18,3,1,0,1,Yes,Low,Medium
86521,Ashish Deshpande,41,Male,Bangalore,Operations,Analyst,1,11/1/2024,0,Bachelor,40090,58,4,2,2,31,4,1,0,2,No,Medium,Low
86522,Arjun Naidu,24,Male,Mumbai,Sales,Engineer,1,9/8/2024,0,Bachelor,62330,41,11,24,5,27,2,0,1,1,No,Medium,Medium
86523,Anjali Malhotra,41,Male,Delhi,Compliance,Senior Engineer,7,11/15/2018,1,Diploma,109233,50,1,12,6,20,4,1,0,2,Yes,Medium,Medium
86524,Manish Naidu,35,Female,Gurgaon,Operations,Executive,1,11/12/2024,0,Bachelor,22886,51,1,24,7,6,2,1,0,1,No,Medium,High
86525,Pallavi Tiwari,44,Male,Delhi,Engineering,Senior Manager,17,9/24/2008,0,Bachelor,189000,45,4,14,10,32,3,1,0,2,No,Low,Medium
86526,Amit Reddy,40,Female,Mumbai,Operations,Senior Manager,18,9/11/2007,4,Master,225487,55,8,77,12,14,4,0,1,2,No,Medium,Medium
86527,Rahul Kulkarni,31,Male,Hyderabad,IT Support,Senior Engineer,6,9/7/2019,5,Bachelor,126961,40,4,52,0,38,2,0,1,1,No,Low,High
86528,Prashant Joshi,36,Male,Hyderabad,Marketing,Team Lead,8,8/5/2017,1,Master,109375,42,6,50,7,7,5,0,0,2,Yes,Low,Low
86529,Amit Agarwal,29,Male,Bangalore,Compliance,Engineer,2,8/8/2023,1,Bachelor,89838,51,2,24,12,39,2,0,1,1,No,Low,Low
86530,Kavita Tiwari,46,Female,Pune,Finance,Team Lead,8,8/3/2017,4,Bachelor,127179,55,10,14,12,24,4,1,1,2,No,Medium,Low
86531,Sanjay Iyer,32,Female,Pune,Compliance,Engineer,1,12/30/2024,1,Bachelor,63359,53,8,22,6,5,3,0,1,2,No,Low,Low
86532,Vikas Sharma,46,Female,Delhi,Sales,Senior Engineer,9,10/14/2016,2,Diploma,93718,48,5,22,6,10,4,0,1,2,No,Medium,Medium
86533,Ashish Tiwari,29,Other,Mumbai,HR,Executive,1,8/27/2024,1,Master,28475,40,5,48,2,20,4,0,0,1,No,Low,High
86534,Sanjay Mishra,52,Female,Chennai,IT Support,Team Lead,12,8/16/2013,1,Diploma,155158,50,11,93,5,25,4,2,0,2,Yes,Medium,Low
86535,Varun Khanna,40,Male,Chennai,Operations,Senior Engineer,5,9/7/2020,3,Bachelor,132270,42,9,105,12,0,4,1,0,2,No,Low,Low
86536,Gaurav Kumar,45,Male,Gurgaon,Finance,Engineer,1,1/15/2025,0,Diploma,57576,59,11,112,14,16,3,0,1,2,No,Medium,Medium
86537,Anjali Ghosh,31,Male,Mumbai,Legal,Senior Engineer,5,12/12/2020,5,Bachelor,120191,44,1,46,8,5,3,2,0,1,No,Medium,Low
86538,Seema Tripathi,31,Male,Pune,Legal,Engineer,4,8/5/2021,0,Bachelor,52311,59,5,100,9,32,3,2,0,3,Yes,Medium,Low
86539,Arjun Singh,27,Female,Delhi,Legal,Engineer,4,9/12/2021,3,Bachelor,84381,49,7,103,5,39,1,0,1,1,No,Medium,Medium
86540,Vivek Jain,38,Female,Ahmedabad,Legal,Manager,15,8/19/2010,1,Master,189098,54,3,77,4,18,5,0,0,3,Yes,Low,Low
86541,Shweta Kulkarni,40,Male,Delhi,IT Support,Senior Manager,16,11/6/2009,2,Bachelor,187462,48,8,117,3,10,3,0,0,2,Yes,Low,Medium
86542,Arjun Chatterjee,45,Female,Gurgaon,Operations,Executive,2,10/20/2023,1,Bachelor,20393,56,4,9,8,10,4,0,0,2,No,Low,Medium
86543,Swati Sharma,48,Male,Pune,Compliance,Manager,16,11/30/2009,4,Master,217831,47,9,4,1,12,5,0,1,2,No,Medium,Low
86544,Gaurav Khanna,35,Other,Hyderabad,Finance,Analyst,2,12/5/2023,0,Diploma,31370,45,11,79,10,31,3,2,0,2,No,High,Medium
86545,Isha Reddy,42,Female,Chennai,Finance,Executive,0,8/13/2025,0,Master,37063,48,1,4,8,15,3,0,0,1,No,Low,Low
86546,Rahul Tripathi,48,Male,Mumbai,Finance,Senior Engineer,6,8/2/2019,3,Master,108508,59,5,36,3,18,3,0,1,2,No,Low,Low
86547,Sunita Tiwari,42,Male,Ahmedabad,Compliance,Manager,9,11/28/2016,5,Bachelor,167798,59,4,97,13,20,5,0,0,3,No,Low,Low
86548,Seema Patel,46,Male,Gurgaon,IT Support,Manager,16,11/5/2009,2,Diploma,162690,57,7,22,7,13,4,0,2,2,No,High,Medium
86549,Manish Tripathi,26,Male,Mumbai,Engineering,Engineer,3,12/11/2022,2,Master,76574,54,8,9,6,18,1,0,0,1,No,Low,High
86550,Swati Patel,44,Female,Gurgaon,Engineering,Senior Engineer,8,8/25/2017,1,Bachelor,104046,42,2,55,3,13,4,0,0,3,Yes,Low,Medium
86551,Ankit Mishra,26,Male,Pune,HR,Analyst,1,10/16/2024,0,Master,46255,51,11,23,5,18,3,0,0,3,No,Low,Low
86552,Suresh Das,30,Male,Pune,Legal,Engineer,4,10/5/2021,3,Bachelor,58327,51,5,98,14,22,4,0,1,2,No,Low,Low
86553,Mohit Banerjee,49,Male,Ahmedabad,Engineering,Manager,11,10/9/2014,0,PhD,214999,53,3,117,3,22,4,2,0,3,Yes,Medium,Low
86554,Nisha Gupta,44,Male,Chennai,HR,Senior Engineer,6,1/14/2020,3,Diploma,130613,46,2,102,7,2,3,1,1,2,No,Low,Medium
86555,Riya Khanna,46,Male,Hyderabad,IT Support,Team Lead,11,12/14/2014,3,Master,138392,54,11,39,7,22,5,1,0,4,No,Medium,Low
86556,Seema Tiwari,38,Female,Bangalore,Engineering,Team Lead,9,9/7/2016,0,Master,146438,45,3,70,7,21,5,0,0,3,No,Low,Low
86557,Swati Mehta,30,Female,Hyderabad,Legal,Senior Engineer,6,9/15/2019,2,PhD,109131,50,6,101,6,19,4,1,0,2,No,Medium,Low
86558,Shweta Naidu,42,Female,Pune,Sales,Team Lead,9,10/20/2016,0,Bachelor,130982,55,2,38,10,30,4,1,0,2,No,Medium,Low
86559,Riya Ghosh,33,Female,Noida,Compliance,Senior Engineer,4,10/27/2021,4,Master,127731,50,8,119,10,0,4,1,0,3,No,Low,Low
86560,Amit Tripathi,30,Male,Noida,Legal,Manager,8,12/4/2017,4,Bachelor,219914,42,9,96,2,0,4,0,0,3,Yes,Low,Low
86561,Rohit Khanna,35,Male,Pune,Finance,Executive,0,11/21/2025,0,Bachelor,38348,43,6,66,7,1,4,1,0,2,No,Low,Low
86562,Akash Das,36,Female,Ahmedabad,Sales,Senior Engineer,9,10/22/2016,2,Master,91685,56,1,45,5,1,4,1,0,2,No,Medium,Medium
86563,Vivek Mehta,46,Male,Pune,Compliance,Team Lead,11,8/23/2014,3,Master,159535,50,9,92,4,4,3,0,0,2,Yes,Low,Medium
86564,Suresh Mishra,41,Female,Chennai,Marketing,Executive,1,12/2/2024,1,Bachelor,33262,54,1,104,6,5,3,0,0,2,No,Low,Medium
86565,Rakesh Malhotra,40,Male,Bangalore,Compliance,Executive,2,1/21/2024,2,Bachelor,38091,54,9,92,2,22,4,2,2,3,No,High,Low
86566,Sneha Rao,30,Female,Delhi,Compliance,Engineer,2,10/11/2023,2,Master,45174,52,8,73,13,25,1,0,0,1,Yes,Medium,Medium
86567,Vivek Singh,34,Male,Ahmedabad,Compliance,Team Lead,7,1/15/2019,3,Diploma,167771,53,6,96,13,14,5,0,0,2,No,Low,Low
86568,Deepak Malhotra,36,Female,Gurgaon,Legal,Senior Manager,14,10/30/2011,3,Bachelor,250040,50,11,77,12,10,5,1,1,2,No,Medium,Low
86569,Rohit Banerjee,37,Female,Noida,Sales,Executive,0,11/19/2025,0,PhD,36066,45,1,107,5,37,2,0,0,1,No,Low,Low
86570,Vikas Singh,45,Female,Chennai,HR,Analyst,2,9/30/2023,0,PhD,38555,42,4,13,12,22,2,0,0,1,No,Low,Low
86571,Ankit Naidu,49,Male,Gurgaon,IT Support,Team Lead,11,11/15/2014,0,Bachelor,142687,57,3,54,3,33,4,0,0,2,Yes,Low,Low
86572,Simran Singh,36,Female,Hyderabad,HR,Analyst,3,1/10/2023,2,Bachelor,52094,52,7,92,12,5,3,0,1,2,No,Medium,Low
86573,Priya Verma,44,Male,Gurgaon,HR,Senior Engineer,6,11/30/2019,2,Master,91745,52,10,115,11,8,4,2,2,2,No,High,Low
86574,Sneha Tripathi,30,Male,Noida,HR,Team Lead,7,12/12/2018,5,Diploma,139314,56,11,47,1,21,2,0,0,1,No,Low,Medium
86575,Nikhil Mishra,53,Female,Delhi,Operations,Senior Engineer,9,1/2/2017,5,Diploma,127168,43,10,90,11,17,4,2,1,1,No,Medium,Medium
86576,Rakesh Reddy,40,Male,Delhi,Sales,Senior Engineer,6,10/31/2019,1,Diploma,119519,47,4,61,11,10,4,1,0,3,No,Medium,Low
86577,Kavita Banerjee,25,Male,Ahmedabad,Legal,Executive,2,11/10/2023,0,Bachelor,32170,41,2,76,8,39,3,2,1,2,No,High,Low
86578,Meena Gupta,25,Female,Ahmedabad,Operations,Executive,2,9/29/2023,1,Master,28712,55,7,17,12,31,4,2,0,2,No,Low,Low
86579,Rakesh Kumar,46,Female,Mumbai,Compliance,Analyst,3,1/14/2023,0,Bachelor,57000,58,5,85,12,1,3,0,0,1,No,Low,Medium
86580,Neha Iyer,38,Male,Ahmedabad,Sales,Team Lead,8,12/1/2017,2,Bachelor,161761,54,7,41,10,36,3,2,0,2,Yes,High,Medium
86581,Manish Verma,39,Female,Noida,Finance,Engineer,2,10/21/2023,2,Diploma,54415,55,1,20,5,2,3,0,0,2,No,Low,Medium
86582,Vivek Saxena,51,Male,Mumbai,Sales,Manager,9,8/17/2016,0,Diploma,179297,40,3,16,4,14,3,1,0,2,No,Medium,Medium
86583,Rohit Rao,47,Female,Hyderabad,Marketing,Engineer,4,11/21/2021,2,Diploma,74791,49,8,38,10,34,2,0,0,1,No,Low,High
86584,Arjun Das,40,Male,Noida,Engineering,Executive,1,11/13/2024,1,Bachelor,39227,44,2,84,3,26,3,0,1,2,No,High,Medium
86585,Pooja Joshi,30,Male,Noida,Compliance,Engineer,2,11/9/2023,1,Bachelor,81748,52,4,42,3,2,2,0,1,1,No,Medium,Medium
86586,Tanya Mukherjee,44,Male,Bangalore,IT Support,Executive,1,11/23/2024,1,Diploma,25346,51,9,27,10,7,3,1,1,1,No,Medium,High
86587,Karan Reddy,45,Male,Mumbai,Operations,Engineer,2,1/19/2024,0,Master,46876,58,5,102,7,14,2,1,0,1,No,Medium,Medium
86588,Vivek Kulkarni,35,Female,Mumbai,Finance,Engineer,3,9/21/2022,1,Master,53039,45,9,35,4,2,2,0,0,2,No,Low,Medium
86589,Arjun Naidu,52,Male,Mumbai,Operations,Manager,16,11/28/2009,2,Bachelor,155127,58,3,61,4,0,5,2,0,3,Yes,Medium,Low
86590,Rakesh Mehta,44,Female,Mumbai,Marketing,Senior Engineer,4,8/28/2021,3,Master,125780,57,6,67,8,38,4,0,1,2,No,Low,Low
86591,Priya Naidu,43,Female,Ahmedabad,Marketing,Manager,8,12/21/2017,5,Bachelor,187199,52,7,99,5,10,3,0,0,2,Yes,Low,Low
86592,Arjun Kulkarni,35,Male,Bangalore,IT Support,Analyst,2,9/11/2023,0,Bachelor,35251,54,11,39,13,23,4,0,0,2,No,Low,Low
86593,Isha Verma,26,Male,Ahmedabad,Operations,Analyst,1,8/31/2024,0,Bachelor,37187,42,3,96,7,10,2,2,0,1,No,Medium,Medium
86594,Vivek Kulkarni,27,Female,Chennai,Legal,Analyst,2,11/22/2023,1,Diploma,59872,50,4,69,3,0,3,1,0,2,No,Low,Low
86595,Karan Saxena,26,Male,Hyderabad,Sales,Analyst,2,8/23/2023,2,Master,33356,58,1,63,3,33,3,0,0,1,No,Medium,Low
86596,Pallavi Mukherjee,47,Male,Mumbai,IT Support,Team Lead,9,1/19/2017,5,Bachelor,138358,56,1,73,9,26,3,0,0,2,No,Low,Low
86597,Ritu Singh,27,Male,Mumbai,Sales,Engineer,3,8/1/2022,0,Master,89793,59,10,48,0,31,3,1,0,3,No,Low,Low
86598,Ritu Naidu,33,Female,Pune,Operations,Engineer,5,8/2/2020,5,Bachelor,49848,56,2,117,1,8,3,2,0,3,No,Medium,Low
86599,Pooja Patel,30,Other,Hyderabad,Finance,Executive,1,8/9/2024,1,Diploma,21474,46,2,83,7,26,2,0,0,2,No,Low,Low
86600,Sneha Bansal,42,Male,Noida,Finance,Executive,2,1/1/2024,1,Bachelor,33326,47,11,97,10,28,2,0,0,2,Yes,Low,Low
86601,Aarti Verma,51,Female,Noida,Legal,Team Lead,7,1/19/2019,5,Diploma,135219,46,10,91,8,2,3,0,1,2,Yes,Medium,Low
86602,Arjun Iyer,44,Female,Ahmedabad,Operations,Team Lead,8,8/10/2017,5,Diploma,110609,40,4,10,11,11,4,0,0,2,Yes,Low,Medium
86603,Amit Tiwari,45,Male,Noida,HR,Analyst,3,8/30/2022,0,Master,49413,43,4,30,5,26,2,0,0,1,No,Low,Low
86604,Pooja Singh,54,Female,Bangalore,Legal,Manager,15,1/6/2011,1,Bachelor,209478,42,8,92,13,4,4,1,0,3,Yes,Low,Low
86605,Pallavi Saxena,38,Female,Hyderabad,Marketing,Team Lead,9,12/14/2016,0,Bachelor,121016,59,5,75,6,24,5,0,0,3,Yes,Low,Low
86606,Prashant Jain,32,Male,Noida,HR,Senior Engineer,5,11/2/2020,5,PhD,113158,55,7,76,13,21,4,0,1,2,Yes,Medium,Low
86607,Akash Banerjee,31,Male,Delhi,Marketing,Senior Engineer,8,12/27/2017,3,Bachelor,112437,50,11,119,14,21,3,0,1,2,No,Low,Medium
86608,Akash Malhotra,41,Male,Chennai,Compliance,Analyst,1,10/21/2024,0,Bachelor,37636,56,11,8,0,35,4,0,0,2,No,Low,Medium
86609,Riya Chopra,37,Female,Mumbai,HR,Senior Engineer,9,7/29/2016,3,Bachelor,100182,59,6,85,8,7,4,0,0,2,No,Low,Medium
86610,Riya Kumar,41,Male,Pune,Compliance,Senior Engineer,4,12/19/2021,2,Master,98658,44,3,62,13,26,3,2,2,2,No,High,Medium
86611,Varun Mehta,30,Female,Hyderabad,Finance,Team Lead,8,8/31/2017,0,Bachelor,110993,48,6,71,1,28,3,1,0,2,No,Low,Medium
86612,Vikas Mehta,49,Female,Mumbai,Marketing,Senior Engineer,9,1/12/2017,2,Bachelor,114132,42,7,44,11,5,3,0,0,2,Yes,Low,Medium
86613,Vikas Rao,41,Female,Ahmedabad,Engineering,Manager,13,1/19/2013,1,Master,164235,40,10,95,10,1,3,0,2,1,No,Medium,High
86614,Ritu Rao,43,Male,Chennai,HR,Team Lead,10,11/10/2015,2,Master,149410,41,10,74,3,11,4,2,0,3,Yes,Medium,Low
86615,Sanjay Sharma,28,Male,Hyderabad,Operations,Executive,0,12/17/2025,0,Master,30350,43,9,55,5,7,3,0,0,3,Yes,Low,Low
86616,Deepak Bansal,46,Female,Mumbai,Finance,Analyst,2,12/5/2023,1,Master,31222,49,3,103,4,12,2,0,0,2,No,Low,Medium
86617,Nisha Das,25,Male,Bangalore,Marketing,Analyst,2,9/28/2023,1,Master,52881,48,10,75,11,7,3,2,2,3,No,High,Low
86618,Ashish Jain,46,Female,Mumbai,Sales,Team Lead,8,8/8/2017,0,Master,117319,41,10,49,4,8,5,0,0,3,Yes,Low,Low
86619,Nikhil Pandey,44,Female,Mumbai,Engineering,Team Lead,7,10/2/2018,3,Master,161641,57,1,103,10,34,2,0,0,1,No,Low,Medium
86620,Priya Rao,43,Female,Gurgaon,Engineering,Analyst,2,11/3/2023,1,Bachelor,54533,52,1,95,9,28,3,0,0,1,No,Low,Medium
86621,Riya Reddy,29,Male,Gurgaon,IT Support,Senior Engineer,6,8/23/2019,2,Bachelor,103478,46,8,8,14,16,4,0,0,1,Yes,Low,Medium
86622,Sanjay Ghosh,37,Female,Pune,IT Support,Analyst,3,12/1/2022,0,Bachelor,57319,55,7,1,8,14,3,1,1,1,No,Medium,Low
86623,Nisha Agarwal,39,Male,Chennai,HR,Executive,2,1/4/2024,1,Bachelor,29452,55,6,17,5,0,3,0,0,1,No,Low,Medium
86624,Ankit Tripathi,34,Male,Noida,Compliance,Senior Engineer,7,9/22/2018,3,Bachelor,86880,56,4,18,0,16,4,1,0,1,No,Low,High
86625,Gaurav Chopra,27,Female,Pune,IT Support,Executive,2,10/24/2023,2,Bachelor,35130,57,6,54,2,25,2,0,0,1,No,Low,Medium
86626,Tanya Bansal,46,Male,Mumbai,HR,Executive,2,9/7/2023,1,Diploma,32611,54,10,3,0,23,4,0,0,2,No,Low,Medium
86627,Vivek Banerjee,36,Male,Delhi,Finance,Analyst,0,11/5/2025,0,Master,39994,40,9,54,10,2,2,1,0,1,No,Medium,Low
